session_id,user_id,model_id,model_name,day,cleaning_mode,cleaning_mode_encoded,cleaning_time_min,start_battery_pct,end_battery_pct,battery_drop_pct,consumption_rate,ambient_temp_c,soh,aborted,recent_avg_consumption_rate,last_session_time_min,last_battery_drop_pct,available_time_min
S03083,B-2_U5,B-2,짧고 잦은 스팟터보,250,표준,1,6.4,71.6,44.6,27.0,4.227,25.7,0.9505,0,4.165,7.4,28.2,15.25
S03084,B-2_U5,B-2,짧고 잦은 스팟터보,252,표준,1,3.8,100.0,84.6,15.4,4.066,24.9,0.9596,0,4.116,6.4,27.0,23.75
S03085,B-2_U5,B-2,짧고 잦은 스팟터보,253,표준,1,10.1,99.5,59.4,40.1,3.971,26.9,0.9441,0,4.103,3.8,15.4,23.5
S03086,B-2_U5,B-2,짧고 잦은 스팟터보,254,표준,1,8.7,100.0,66.4,33.6,3.862,26.2,0.9714,0,4.061,10.1,40.1,24.0
S03087,B-2_U5,B-2,짧고 잦은 스팟터보,255,표준,1,9.4,99.9,63.6,36.2,3.856,26.8,0.959,0,3.988,8.7,33.6,24.0
S03088,B-2_U5,B-2,짧고 잦은 스팟터보,256,표준,1,10.1,99.6,60.1,39.6,3.917,24.8,0.9627,0,3.996,9.4,36.2,23.75
S03089,B-2_U5,B-2,짧고 잦은 스팟터보,259,표준,1,10.1,99.7,60.9,38.8,3.838,25.8,0.9873,0,3.934,10.1,39.6,24.25
S03090,B-2_U5,B-2,짧고 잦은 스팟터보,260,표준,1,4.3,99.6,81.9,17.7,4.114,24.2,0.975,0,3.889,10.1,38.8,23.0
S03091,B-2_U5,B-2,짧고 잦은 스팟터보,263,표준,1,12.2,100.0,53.1,46.9,3.842,23.4,0.962,0,3.917,4.3,17.7,24.25
S03092,B-2_U5,B-2,짧고 잦은 스팟터보,266,표준,1,6.0,99.8,74.6,25.2,4.205,21.5,0.9649,0,3.913,12.2,46.9,22.25
S03093,B-2_U5,B-2,짧고 잦은 스팟터보,268,표준,1,7.3,99.9,71.6,28.3,3.878,24.0,0.9465,0,3.983,6.0,25.2,24.0
S03094,B-2_U5,B-2,짧고 잦은 스팟터보,269,표준,1,4.3,100.0,81.7,18.3,4.258,22.8,0.9609,0,3.975,7.3,28.3,22.0
S03095,B-2_U5,B-2,짧고 잦은 스팟터보,270,표준,1,8.2,99.6,66.9,32.8,3.996,25.2,0.9414,0,4.059,4.3,18.3,23.25
S03096,B-2_U5,B-2,짧고 잦은 스팟터보,275,표준,1,10.6,100.0,53.2,46.8,4.415,24.6,0.9556,0,4.036,8.2,32.8,21.0
S03097,B-2_U5,B-2,짧고 잦은 스팟터보,277,표준,1,8.2,92.8,57.9,34.9,4.256,22.6,0.9635,0,4.15,10.6,46.8,19.75
S03098,B-2_U5,B-2,짧고 잦은 스팟터보,278,표준,1,6.9,99.9,73.8,26.0,3.775,23.8,0.9365,0,4.161,8.2,34.9,24.75
S03099,B-2_U5,B-2,짧고 잦은 스팟터보,279,표준,1,4.0,100.0,83.2,16.8,4.19,23.4,0.9802,0,4.14,6.9,26.0,22.5
S03100,B-2_U5,B-2,짧고 잦은 스팟터보,281,표준,1,8.7,100.0,65.2,34.8,4.002,24.5,0.962,0,4.126,4.0,16.8,23.0
S03101,B-2_U5,B-2,짧고 잦은 스팟터보,282,표준,1,10.5,65.4,24.6,40.8,3.889,21.3,0.9762,0,4.128,8.7,34.8,15.25
S03102,B-2_U5,B-2,짧고 잦은 스팟터보,283,표준,1,12.8,99.9,43.4,56.6,4.418,20.6,0.9537,0,4.022,10.5,40.8,21.0
S03103,B-2_U5,B-2,짧고 잦은 스팟터보,285,표준,1,9.9,100.0,62.3,37.7,3.812,23.0,0.9746,0,4.055,12.8,56.6,24.25
S03104,B-2_U5,B-2,짧고 잦은 스팟터보,286,표준,1,9.4,88.0,48.9,39.0,4.152,22.3,0.9625,0,4.062,9.9,37.7,19.5
S03105,B-2_U5,B-2,짧고 잦은 스팟터보,288,표준,1,7.9,99.4,66.2,33.2,4.206,22.0,0.9466,0,4.055,9.4,39.0,22.25
S03106,B-2_U5,B-2,짧고 잦은 스팟터보,289,표준,1,8.3,99.8,66.4,33.4,4.024,22.1,0.9563,0,4.095,7.9,33.2,23.0
S03107,B-2_U5,B-2,짧고 잦은 스팟터보,290,표준,1,5.9,100.0,76.2,23.8,4.031,23.0,0.9359,0,4.122,8.3,33.4,23.25
S03108,B-2_U5,B-2,짧고 잦은 스팟터보,292,표준,1,3.3,100.0,86.9,13.1,3.976,21.6,0.9402,0,4.045,5.9,23.8,24.0
S03109,B-2_U5,B-2,짧고 잦은 스팟터보,295,표준,1,7.9,86.8,52.8,34.0,4.299,22.5,0.9506,0,4.078,3.3,13.1,18.5
S03110,B-2_U5,B-2,짧고 잦은 스팟터보,297,표준,1,5.6,100.0,78.4,21.6,3.866,20.6,0.945,0,4.107,7.9,34.0,24.0
S03111,B-2_U5,B-2,짧고 잦은 스팟터보,298,표준,1,4.3,99.6,82.2,17.4,4.047,22.6,0.9794,0,4.039,5.6,21.6,23.0
S03112,B-2_U5,B-2,짧고 잦은 스팟터보,299,표준,1,11.1,100.0,58.9,41.1,3.705,18.4,0.9671,0,4.044,4.3,17.4,25.0
S03113,B-2_U5,B-2,짧고 잦은 스팟터보,301,표준,1,7.1,100.0,70.5,29.4,4.148,22.9,0.9529,0,3.979,11.1,41.1,22.25
S03114,B-2_U5,B-2,짧고 잦은 스팟터보,302,표준,1,8.4,100.0,67.2,32.8,3.9,20.2,0.9416,0,4.013,7.1,29.4,23.75
S03115,B-2_U5,B-2,짧고 잦은 스팟터보,304,표준,1,8.9,86.4,51.6,34.8,3.911,18.1,0.9845,0,3.933,8.4,32.8,20.25
S03116,B-2_U5,B-2,짧고 잦은 스팟터보,305,표준,1,9.0,51.9,13.6,38.3,4.256,20.4,0.9608,0,3.942,8.9,34.8,10.75
S03117,B-2_U5,B-2,짧고 잦은 스팟터보,306,표준,1,9.2,100.0,61.4,38.6,4.198,21.5,0.9558,0,3.984,9.0,38.3,22.0
S03118,B-2_U5,B-2,짧고 잦은 스팟터보,310,표준,1,6.3,99.9,75.6,24.3,3.851,19.5,0.9567,0,4.083,9.2,38.6,24.25
S03119,B-2_U5,B-2,짧고 잦은 스팟터보,312,표준,1,5.4,100.0,78.4,21.6,4.004,19.4,0.9377,0,4.023,6.3,24.3,23.5
S03120,B-2_U5,B-2,짧고 잦은 스팟터보,314,표준,1,9.2,100.0,64.3,35.7,3.878,17.3,0.9465,0,4.044,5.4,21.6,23.75
S03121,B-2_U5,B-2,짧고 잦은 스팟터보,316,표준,1,9.3,64.2,28.0,36.2,3.889,19.2,0.9652,0,4.037,9.2,35.7,15.0
S03122,B-2_U5,B-2,짧고 잦은 스팟터보,317,표준,1,9.7,100.0,60.8,39.2,4.045,17.5,0.9425,0,3.964,9.3,36.2,23.0
S03123,B-2_U5,B-2,짧고 잦은 스팟터보,318,표준,1,7.8,100.0,69.1,30.9,3.964,16.8,0.9413,0,3.933,9.7,39.2,23.5
S03124,B-2_U5,B-2,짧고 잦은 스팟터보,319,표준,1,6.8,100.0,69.7,30.3,4.457,18.5,0.9425,0,3.956,7.8,30.9,20.75
S03125,B-2_U5,B-2,짧고 잦은 스팟터보,320,표준,1,10.1,69.7,27.6,42.1,4.169,19.8,0.9619,0,4.047,6.8,30.3,15.25
S03126,B-2_U5,B-2,짧고 잦은 스팟터보,322,표준,1,6.7,88.1,62.2,25.9,3.867,20.8,0.9747,0,4.105,10.1,42.1,21.5
S03127,B-2_U5,B-2,짧고 잦은 스팟터보,326,표준,1,10.1,61.9,18.8,43.1,4.269,19.2,0.9431,0,4.1,6.7,25.9,13.75
S03128,B-2_U5,B-2,짧고 잦은 스팟터보,328,표준,1,3.0,99.9,87.5,12.4,4.14,18.1,0.9533,0,4.145,10.1,43.1,23.0
S03129,B-2_U5,B-2,짧고 잦은 스팟터보,329,표준,1,8.0,99.7,66.4,33.4,4.171,18.6,0.9803,0,4.18,3.0,12.4,22.25
S03130,B-2_U5,B-2,짧고 잦은 스팟터보,331,표준,1,8.2,80.9,45.2,35.8,4.36,18.9,0.9396,0,4.123,8.0,33.4,17.0
S03131,B-2_U5,B-2,짧고 잦은 스팟터보,332,표준,1,8.4,100.0,67.0,33.0,3.93,17.9,0.9207,0,4.161,8.2,35.8,23.75
S03132,B-2_U5,B-2,짧고 잦은 스팟터보,333,표준,1,8.2,99.5,65.7,33.8,4.121,20.6,0.959,0,4.174,8.4,33.0,22.5
S03133,B-2_U5,B-2,짧고 잦은 스팟터보,334,표준,1,7.6,99.8,66.4,33.5,4.405,16.5,0.9984,0,4.144,8.2,33.8,21.0
S03134,B-2_U5,B-2,짧고 잦은 스팟터보,336,표준,1,8.5,100.0,64.5,35.5,4.178,17.0,0.9213,0,4.197,7.6,33.5,22.25
S03135,B-2_U5,B-2,짧고 잦은 스팟터보,337,표준,1,12.6,99.5,48.3,51.2,4.063,19.3,0.9677,0,4.199,8.5,35.5,22.75
S03136,B-2_U5,B-2,짧고 잦은 스팟터보,338,표준,1,10.1,100.0,56.5,43.5,4.308,18.6,0.9715,0,4.139,12.6,51.2,21.5
S03137,B-2_U5,B-2,짧고 잦은 스팟터보,339,표준,1,6.8,100.0,73.6,26.4,3.89,16.2,0.9704,0,4.215,10.1,43.5,24.0
S03138,B-2_U5,B-2,짧고 잦은 스팟터보,343,표준,1,6.3,99.9,74.0,25.9,4.105,16.3,0.9537,0,4.169,6.8,26.4,22.75
S03139,B-2_U5,B-2,짧고 잦은 스팟터보,344,표준,1,8.7,100.0,65.8,34.2,3.929,16.0,0.9462,0,4.109,6.3,25.9,23.5
S03140,B-2_U5,B-2,짧고 잦은 스팟터보,346,표준,1,8.0,65.5,33.0,32.4,4.052,14.6,0.9794,0,4.059,8.7,34.2,14.75
S03141,B-2_U5,B-2,짧고 잦은 스팟터보,347,표준,1,10.5,100.0,58.1,41.9,3.991,15.6,0.9201,0,4.057,8.0,32.4,23.25
S03142,B-2_U5,B-2,짧고 잦은 스팟터보,352,표준,1,12.0,100.0,48.3,51.7,4.305,15.8,0.9399,0,3.993,10.5,41.9,21.5
S03143,B-2_U5,B-2,짧고 잦은 스팟터보,354,표준,1,6.5,100.0,74.3,25.7,3.954,14.0,0.9366,0,4.076,12.0,51.7,23.5
S03144,B-2_U5,B-2,짧고 잦은 스팟터보,355,표준,1,9.6,100.0,60.0,40.0,4.171,16.5,0.9596,0,4.046,6.5,25.7,22.25
S03145,B-2_U5,B-2,짧고 잦은 스팟터보,356,표준,1,5.8,100.0,76.2,23.8,4.109,14.1,0.9487,0,4.095,9.6,40.0,22.75
S03146,B-2_U5,B-2,짧고 잦은 스팟터보,357,표준,1,9.0,99.7,60.7,39.1,4.34,15.4,0.9481,0,4.106,5.8,23.8,21.5
S03147,B-2_U5,B-2,짧고 잦은 스팟터보,360,표준,1,10.1,100.0,54.8,45.2,4.48,14.9,0.9542,0,4.176,9.0,39.1,20.75
S03148,B-2_U5,B-2,짧고 잦은 스팟터보,361,표준,1,7.8,87.0,53.1,33.8,4.34,14.9,0.9741,0,4.211,10.1,45.2,18.5
S03149,B-2_U5,B-2,짧고 잦은 스팟터보,362,표준,1,9.5,100.0,64.6,35.4,3.727,18.1,0.9502,0,4.288,7.8,33.8,24.75
S03150,B-2_U5,B-2,짧고 잦은 스팟터보,363,표준,1,7.9,99.9,65.2,34.8,4.399,16.9,0.9646,0,4.199,9.5,35.4,21.0
S03151,B-2_U5,B-2,짧고 잦은 스팟터보,364,표준,1,5.1,100.0,78.9,21.1,4.133,17.3,0.9367,0,4.257,7.9,34.8,22.5
S03153,B-2_U6,B-2,짧고 잦은 스팟터보,3,표준,1,8.1,99.6,67.2,32.3,3.991,14.6,0.986,0,4.06,6.7,27.2,23.25
S03154,B-2_U6,B-2,짧고 잦은 스팟터보,4,표준,1,6.9,99.8,70.4,29.4,4.259,14.9,1.0,0,4.026,8.1,32.3,21.75
S03155,B-2_U6,B-2,짧고 잦은 스팟터보,5,표준,1,8.5,99.7,68.2,31.5,3.707,13.3,0.9914,0,4.103,6.9,29.4,25.0
S03156,B-2_U6,B-2,짧고 잦은 스팟터보,6,표준,1,4.8,81.6,61.0,20.7,4.308,15.3,0.9911,0,4.004,8.5,31.5,17.75
S03157,B-2_U6,B-2,짧고 잦은 스팟터보,7,표준,1,10.1,100.0,59.6,40.4,3.995,16.5,0.9934,0,4.065,4.8,20.7,23.0
S03158,B-2_U6,B-2,짧고 잦은 스팟터보,8,표준,1,9.0,100.0,64.9,35.1,3.902,16.9,0.9775,0,4.052,10.1,40.4,23.75
S03159,B-2_U6,B-2,짧고 잦은 스팟터보,9,표준,1,5.1,64.8,42.7,22.1,4.337,14.9,1.0,0,4.034,9.0,35.1,13.75
S03160,B-2_U6,B-2,짧고 잦은 스팟터보,10,표준,1,10.1,99.8,61.3,38.5,3.814,15.6,0.9698,0,4.05,5.1,22.1,24.25
S03161,B-2_U6,B-2,짧고 잦은 스팟터보,15,표준,1,9.4,100.0,62.2,37.8,4.023,15.8,0.9957,0,4.071,10.1,38.5,23.0
S03162,B-2_U6,B-2,짧고 잦은 스팟터보,16,표준,1,9.1,100.0,60.0,40.0,4.399,13.5,0.9766,0,4.014,9.4,37.8,21.0
S03163,B-2_U6,B-2,짧고 잦은 스팟터보,18,표준,1,9.4,60.4,19.8,40.6,4.324,14.1,0.9721,0,4.095,9.1,40.0,12.75
S03164,B-2_U6,B-2,짧고 잦은 스팟터보,19,표준,1,8.7,100.0,67.9,32.1,3.691,16.9,0.9799,0,4.179,9.4,40.6,25.0
S03165,B-2_U6,B-2,짧고 잦은 스팟터보,20,표준,1,7.7,86.7,57.4,29.4,3.816,17.9,1.0,0,4.05,8.7,32.1,20.75
S03166,B-2_U6,B-2,짧고 잦은 스팟터보,21,표준,1,5.9,88.5,65.8,22.7,3.842,15.1,0.9953,0,4.051,7.7,29.4,21.0
S03167,B-2_U6,B-2,짧고 잦은 스팟터보,23,표준,1,8.7,99.7,64.6,35.1,4.038,13.8,1.0,0,4.014,5.9,22.7,23.0
S03168,B-2_U6,B-2,짧고 잦은 스팟터보,24,표준,1,6.4,100.0,74.3,25.7,4.017,16.0,0.9893,0,3.942,8.7,35.1,23.0
S03169,B-2_U6,B-2,짧고 잦은 스팟터보,28,표준,1,7.1,99.6,73.5,26.1,3.677,16.1,1.0,0,3.881,6.4,25.7,25.5
S03170,B-2_U6,B-2,짧고 잦은 스팟터보,29,표준,1,4.1,100.0,83.4,16.6,4.056,15.8,0.9991,0,3.878,7.1,26.1,23.0
S03171,B-2_U6,B-2,짧고 잦은 스팟터보,30,표준,1,10.1,84.2,44.6,39.7,3.927,16.7,0.9828,0,3.926,4.1,16.6,19.5
S03172,B-2_U6,B-2,짧고 잦은 스팟터보,31,표준,1,13.4,99.9,43.9,56.0,4.178,15.2,0.9866,0,3.943,10.1,39.7,22.25
S03173,B-2_U6,B-2,짧고 잦은 스팟터보,36,표준,1,8.6,100.0,65.0,35.0,4.073,14.7,0.9981,0,3.971,13.4,56.0,22.5
S03174,B-2_U6,B-2,짧고 잦은 스팟터보,38,표준,1,4.0,99.7,83.4,16.3,4.072,17.2,0.9747,0,3.982,8.6,35.0,23.0
S03175,B-2_U6,B-2,짧고 잦은 스팟터보,40,표준,1,6.3,100.0,73.7,26.3,4.168,11.0,1.0,0,4.061,4.0,16.3,22.25
S03176,B-2_U6,B-2,짧고 잦은 스팟터보,44,표준,1,7.7,99.7,72.6,27.2,3.526,20.3,0.986,0,4.084,6.3,26.3,26.25
S03177,B-2_U6,B-2,짧고 잦은 스팟터보,45,표준,1,7.4,100.0,72.0,28.0,3.778,18.3,0.9639,0,4.003,7.7,27.2,24.5
S03178,B-2_U6,B-2,짧고 잦은 스팟터보,46,표준,1,7.1,71.8,41.3,30.6,4.304,17.7,0.9979,0,3.923,7.4,28.0,15.5
S03179,B-2_U6,B-2,짧고 잦은 스팟터보,52,표준,1,6.9,99.8,72.0,27.8,4.023,17.4,0.9783,0,3.97,7.1,30.6,23.25
S03180,B-2_U6,B-2,짧고 잦은 스팟터보,53,표준,1,9.0,72.4,37.6,34.8,3.863,16.6,0.9765,0,3.96,6.9,27.8,17.0
S03181,B-2_U6,B-2,짧고 잦은 스팟터보,55,표준,1,6.7,99.2,74.5,24.7,3.691,17.9,0.9699,0,3.899,9.0,34.8,25.0
S03182,B-2_U6,B-2,짧고 잦은 스팟터보,57,표준,1,6.4,100.0,72.8,27.2,4.253,17.4,0.9726,0,3.932,6.7,24.7,22.0
S03183,B-2_U6,B-2,짧고 잦은 스팟터보,58,표준,1,6.9,99.6,73.5,26.2,3.791,18.0,0.9993,0,4.027,6.4,27.2,24.5
S03184,B-2_U6,B-2,짧고 잦은 스팟터보,60,표준,1,10.1,99.4,59.7,39.7,3.932,18.2,0.9702,0,3.924,6.9,26.2,23.5
S03185,B-2_U6,B-2,짧고 잦은 스팟터보,62,표준,1,8.5,99.8,67.4,32.4,3.809,17.9,0.9948,0,3.906,10.1,39.7,24.5
S03186,B-2_U6,B-2,짧고 잦은 스팟터보,63,표준,1,6.7,100.0,72.6,27.4,4.084,16.8,1.0,0,3.895,8.5,32.4,22.75
S03187,B-2_U6,B-2,짧고 잦은 스팟터보,64,표준,1,5.9,99.7,72.9,26.8,4.536,19.3,1.0,0,3.974,6.7,27.4,20.5
S03188,B-2_U6,B-2,짧고 잦은 스팟터보,66,표준,1,5.3,99.6,79.4,20.2,3.804,15.2,0.9749,0,4.03,5.9,26.8,24.5
S03189,B-2_U6,B-2,짧고 잦은 스팟터보,68,표준,1,6.9,100.0,73.3,26.7,3.874,17.9,0.9781,0,4.033,5.3,20.2,24.0
S03190,B-2_U6,B-2,짧고 잦은 스팟터보,69,표준,1,9.0,100.0,64.9,35.1,3.898,14.9,0.977,0,4.021,6.9,26.7,23.75
S03191,B-2_U6,B-2,짧고 잦은 스팟터보,70,표준,1,10.1,88.9,48.2,40.7,4.029,19.3,0.9881,0,4.039,9.0,35.1,20.25
S03192,B-2_U6,B-2,짧고 잦은 스팟터보,72,표준,1,6.8,100.0,73.2,26.8,3.938,18.3,0.9729,0,4.028,10.1,40.7,23.75
S03193,B-2_U6,B-2,짧고 잦은 스팟터보,75,표준,1,10.8,100.0,58.0,42.0,3.888,17.7,0.9741,0,3.909,6.8,26.8,23.75
S03194,B-2_U6,B-2,짧고 잦은 스팟터보,76,표준,1,6.7,100.0,73.7,26.3,3.927,21.8,0.9991,0,3.925,10.8,42.0,23.75
S03195,B-2_U6,B-2,짧고 잦은 스팟터보,77,표준,1,10.1,99.8,63.5,36.3,3.598,16.2,0.9974,0,3.936,6.7,26.3,25.75
S03196,B-2_U6,B-2,짧고 잦은 스팟터보,79,표준,1,3.7,99.8,84.8,15.0,4.046,18.5,0.9888,0,3.876,10.1,36.3,23.5
S03197,B-2_U6,B-2,짧고 잦은 스팟터보,80,표준,1,10.0,99.7,58.1,41.6,4.162,21.8,0.9805,0,3.879,3.7,15.0,22.25
S03198,B-2_U6,B-2,짧고 잦은 스팟터보,81,표준,1,6.3,100.0,76.6,23.4,3.719,16.8,0.9856,0,3.924,10.0,41.6,25.25
S03199,B-2_U6,B-2,짧고 잦은 스팟터보,83,표준,1,9.5,99.6,58.8,40.8,4.298,16.7,0.9673,0,3.89,6.3,23.4,21.75
S03200,B-2_U6,B-2,짧고 잦은 스팟터보,84,표준,1,9.4,99.8,57.7,42.2,4.486,16.2,0.9754,0,3.965,9.5,40.8,20.5
S03201,B-2_U6,B-2,짧고 잦은 스팟터보,86,표준,1,9.5,99.8,62.6,37.2,3.921,21.1,0.9703,0,4.142,9.4,42.2,23.5
S03202,B-2_U6,B-2,짧고 잦은 스팟터보,87,표준,1,6.7,100.0,72.1,27.9,4.169,17.6,0.9594,0,4.117,9.5,37.2,22.25
S03203,B-2_U6,B-2,짧고 잦은 스팟터보,88,표준,1,9.2,99.5,64.3,35.2,3.824,18.7,0.998,0,4.119,6.7,27.9,24.25
S03204,B-2_U6,B-2,짧고 잦은 스팟터보,90,표준,1,9.3,100.0,61.4,38.6,4.153,18.1,0.9695,0,4.14,9.2,35.2,22.25
S03205,B-2_U6,B-2,짧고 잦은 스팟터보,92,표준,1,11.4,100.0,58.0,42.0,3.687,20.1,0.9871,0,4.111,9.3,38.6,25.0
S03206,B-2_U6,B-2,짧고 잦은 스팟터보,93,표준,1,10.1,99.7,56.2,43.5,4.307,21.0,0.9699,0,3.951,11.4,42.0,21.5
S03207,B-2_U6,B-2,짧고 잦은 스팟터보,94,표준,1,9.8,100.0,63.0,37.0,3.777,20.6,0.9818,0,4.028,10.1,43.5,24.5
S03208,B-2_U6,B-2,짧고 잦은 스팟터보,96,표준,1,7.1,100.0,70.9,29.1,4.1,20.0,1.0,0,3.95,9.8,37.0,22.75
S03209,B-2_U6,B-2,짧고 잦은 스팟터보,97,표준,1,3.2,99.6,85.8,13.8,4.309,21.8,1.0,0,4.005,7.1,29.1,22.0
S03210,B-2_U6,B-2,짧고 잦은 스팟터보,98,표준,1,5.8,82.5,59.9,22.6,3.895,19.3,0.9793,0,4.036,3.2,13.8,19.75
S03211,B-2_U6,B-2,짧고 잦은 스팟터보,101,표준,1,4.1,99.7,81.2,18.5,4.502,21.7,0.9908,0,4.078,5.8,22.6,20.75
S03212,B-2_U6,B-2,짧고 잦은 스팟터보,103,표준,1,10.1,99.9,62.6,37.3,3.697,18.9,0.9842,0,4.117,4.1,18.5,25.0
S03213,B-2_U6,B-2,짧고 잦은 스팟터보,107,표준,1,12.4,99.9,51.4,48.5,3.913,22.7,0.9842,0,4.101,10.1,37.3,23.5
S03214,B-2_U6,B-2,짧고 잦은 스팟터보,109,표준,1,7.9,99.4,68.3,31.1,3.934,21.9,0.9906,0,4.063,12.4,48.5,23.5
S03215,B-2_U6,B-2,짧고 잦은 스팟터보,111,표준,1,9.3,100.0,62.8,37.2,4.003,20.4,0.9899,0,3.988,7.9,31.1,23.25
S03216,B-2_U6,B-2,짧고 잦은 스팟터보,112,표준,1,7.2,99.5,73.0,26.4,3.669,22.8,1.0,0,4.01,9.3,37.2,25.5
S03217,B-2_U6,B-2,짧고 잦은 스팟터보,114,표준,1,7.5,99.9,69.7,30.2,4.028,23.6,0.9688,0,3.843,7.2,26.4,23.25
S03218,B-2_U6,B-2,짧고 잦은 스팟터보,115,표준,1,7.0,99.8,72.2,27.6,3.946,21.4,0.9781,0,3.909,7.5,30.2,23.5
S03219,B-2_U6,B-2,짧고 잦은 스팟터보,116,표준,1,11.9,100.0,53.3,46.7,3.927,21.0,0.9812,0,3.916,7.0,27.6,23.5
S03220,B-2_U6,B-2,짧고 잦은 스팟터보,117,표준,1,12.2,99.5,50.6,48.9,4.006,23.5,0.9814,0,3.915,11.9,46.7,23.25
S03221,B-2_U6,B-2,짧고 잦은 스팟터보,119,표준,1,5.4,99.7,80.0,19.7,3.648,21.0,1.0,0,3.915,12.2,48.9,25.5
S03222,B-2_U6,B-2,짧고 잦은 스팟터보,122,표준,1,9.4,100.0,62.5,37.5,3.989,22.3,1.0,0,3.911,5.4,19.7,23.25
S03223,B-2_U6,B-2,짧고 잦은 스팟터보,123,표준,1,8.6,85.5,53.3,32.2,3.744,23.8,0.9419,0,3.903,9.4,37.5,21.0
S03224,B-2_U6,B-2,짧고 잦은 스팟터보,124,표준,1,8.6,99.3,58.1,41.2,4.787,23.6,1.0,0,3.863,8.6,32.2,19.25
S03225,B-2_U6,B-2,짧고 잦은 스팟터보,125,표준,1,10.1,99.8,54.1,45.7,4.522,24.1,0.9771,0,4.035,8.6,41.2,20.5
S03226,B-2_U6,B-2,짧고 잦은 스팟터보,127,표준,1,10.1,99.8,59.5,40.3,3.993,22.7,0.9802,0,4.138,10.1,45.7,23.25
S03227,B-2_U6,B-2,짧고 잦은 스팟터보,128,표준,1,8.0,100.0,67.5,32.5,4.059,23.2,0.9908,0,4.207,10.1,40.3,23.0
S03228,B-2_U6,B-2,짧고 잦은 스팟터보,129,표준,1,10.1,100.0,58.2,41.8,4.135,25.4,0.9686,0,4.221,8.0,32.5,22.5
S03229,B-2_U6,B-2,짧고 잦은 스팟터보,131,표준,1,10.1,100.0,59.5,40.4,4.004,24.6,0.9975,0,4.299,10.1,41.8,23.0
S03230,B-2_U6,B-2,짧고 잦은 스팟터보,133,표준,1,13.2,100.0,46.6,53.4,4.042,23.3,0.9598,0,4.143,10.1,40.4,23.0
S03231,B-2_U6,B-2,짧고 잦은 스팟터보,134,표준,1,6.8,100.0,69.9,30.1,4.424,26.3,0.9761,0,4.047,13.2,53.4,21.0
S03232,B-2_U6,B-2,짧고 잦은 스팟터보,135,표준,1,10.0,69.2,29.8,39.4,3.936,22.9,0.9751,0,4.133,6.8,30.1,16.25
S03233,B-2_U6,B-2,짧고 잦은 스팟터보,136,표준,1,5.3,100.0,78.7,21.3,4.011,26.2,0.9885,0,4.108,10.0,39.4,23.25
S03234,B-2_U6,B-2,짧고 잦은 스팟터보,138,표준,1,9.5,100.0,58.5,41.5,4.368,24.1,0.9797,0,4.083,5.3,21.3,21.25
S03235,B-2_U6,B-2,짧고 잦은 스팟터보,142,표준,1,12.9,100.0,42.5,57.5,4.46,23.2,0.9765,0,4.156,9.5,41.5,20.75
S03236,B-2_U6,B-2,짧고 잦은 스팟터보,143,표준,1,9.6,100.0,64.2,35.8,3.73,26.5,0.9608,0,4.24,12.9,57.5,24.75
S03237,B-2_U6,B-2,짧고 잦은 스팟터보,144,표준,1,10.1,100.0,59.5,40.5,4.009,25.0,0.9751,0,4.101,9.6,35.8,23.0
S03238,B-2_U6,B-2,짧고 잦은 스팟터보,147,표준,1,6.8,100.0,75.2,24.8,3.654,26.4,0.9583,0,4.116,10.1,40.5,25.5
S03239,B-2_U6,B-2,짧고 잦은 스팟터보,149,표준,1,8.6,99.8,69.2,30.5,3.549,27.3,0.9901,0,4.044,6.8,24.8,26.0
S03240,B-2_U6,B-2,짧고 잦은 스팟터보,150,표준,1,12.1,85.7,35.5,50.2,4.147,25.7,0.9821,0,3.88,8.6,30.5,19.25
S03241,B-2_U6,B-2,짧고 잦은 스팟터보,152,표준,1,6.3,35.4,4.5,30.9,4.898,20.5,0.9709,0,3.818,12.1,50.2,6.5
S03242,B-2_U6,B-2,짧고 잦은 스팟터보,155,표준,1,8.2,99.8,67.1,32.6,3.982,24.0,0.9943,0,4.051,6.3,30.9,23.25
S03243,B-2_U6,B-2,짧고 잦은 스팟터보,156,표준,1,9.7,99.7,63.2,36.5,3.762,27.1,0.9817,0,4.046,8.2,32.6,24.5
S03244,B-2_U6,B-2,짧고 잦은 스팟터보,158,표준,1,5.1,99.8,80.8,19.0,3.727,25.2,0.9923,0,4.068,9.7,36.5,25.25
S03245,B-2_U6,B-2,짧고 잦은 스팟터보,159,표준,1,3.0,100.0,88.9,11.1,3.7,29.9,0.9838,0,4.103,5.1,19.0,25.75
S03246,B-2_U6,B-2,짧고 잦은 스팟터보,162,표준,1,6.3,100.0,75.7,24.3,3.862,27.6,0.9876,0,4.014,3.0,11.1,24.0
S03247,B-2_U6,B-2,짧고 잦은 스팟터보,163,표준,1,6.1,99.8,75.3,24.5,4.021,25.5,0.9643,0,3.807,6.3,24.3,23.25
S03248,B-2_U6,B-2,짧고 잦은 스팟터보,164,표준,1,5.8,100.0,77.9,22.1,3.805,26.4,0.9783,0,3.814,6.1,24.5,24.5
S03249,B-2_U6,B-2,짧고 잦은 스팟터보,165,표준,1,3.0,100.0,89.0,11.0,3.653,27.4,0.9595,0,3.823,5.8,22.1,26.25
S03250,B-2_U6,B-2,짧고 잦은 스팟터보,167,표준,1,10.1,100.0,57.2,42.8,4.234,26.8,0.9857,0,3.808,3.0,11.0,22.0
