model,name,user,day,amb,idle_before,soc_disp,soh_est,soh_true,dur,p_eco,p_std,p_turbo,nsw,k_design,k_true,mu_T,r_design,ft_design,T_pred,T_act,margin_pred,margin_act,aborted,soc_used
A-2,가끔·상시거치형,A-2_U1,336,20.4,0,99.91,0.9575,0.9602,7.1,0.156,0.844,0.0,1,1.0,0.951,8,2.34,1.0,38.84,37.0,30.84,29.0,0,18.01
A-2,가끔·상시거치형,A-2_U1,341,13.8,4,99.82,0.9649,0.9599,9.3,0.197,0.803,0.0,3,1.0,0.986,8,2.34,1.0,39.1,35.0,31.1,27.0,0,24.8
A-2,가끔·상시거치형,A-2_U1,347,17.9,5,100.0,0.9432,0.9594,9.9,0.126,0.874,0.0,3,1.0,1.001,8,2.34,1.0,38.29,34.5,30.29,26.5,0,26.76
A-2,가끔·상시거치형,A-2_U1,348,17.9,0,99.73,0.9549,0.9593,8.1,0.205,0.795,0.0,0,1.0,1.015,8,2.34,1.0,38.66,35.25,30.66,27.25,0,21.29
A-2,가끔·상시거치형,A-2_U1,350,16.6,1,99.78,0.9784,0.9592,5.2,0.181,0.819,0.0,0,1.0,0.974,8,2.34,1.0,39.63,36.25,31.63,28.25,0,13.55
A-2,가끔·상시거치형,A-2_U1,357,19.3,6,100.0,0.961,0.9587,7.0,0.15,0.85,0.0,0,1.0,1.018,8,2.34,1.0,39.02,34.5,31.02,26.5,0,18.93
A-2,가끔·상시거치형,A-2_U1,358,15.6,0,99.48,0.9459,0.9586,7.4,0.086,0.914,0.0,4,1.0,0.982,8,2.34,1.0,38.19,34.0,30.19,26.0,0,20.59
A-2,가끔·상시거치형,A-2_U2,2,7.9,2,100.0,1.0,0.9951,12.6,0.217,0.783,0.0,0,1.0,0.961,8,2.34,0.85,34.51,36.25,26.51,28.25,0,31.98
A-2,가끔·상시거치형,A-2_U2,8,4.7,5,100.0,0.9747,0.9949,8.8,0.246,0.754,0.0,3,1.0,0.985,8,2.34,0.85,33.64,35.0,25.64,27.0,0,23.54
A-2,가끔·상시거치형,A-2_U2,13,5.2,4,100.0,0.9868,0.9947,5.3,0.133,0.867,0.0,2,1.0,0.994,8,2.34,0.85,34.05,33.25,26.05,25.25,0,15.12
A-2,가끔·상시거치형,A-2_U2,17,9.0,3,99.61,0.9909,0.9945,11.4,0.145,0.855,0.0,1,1.0,1.039,8,2.34,0.85,34.05,32.75,26.05,24.75,0,32.1
A-2,가끔·상시거치형,A-2_U2,21,7.0,3,100.0,0.99,0.9943,7.4,0.176,0.824,0.0,1,1.0,1.022,8,2.34,0.85,34.16,33.25,26.16,25.25,0,20.7
A-2,가끔·상시거치형,A-2_U2,25,5.7,3,100.0,0.9895,0.9942,8.6,0.197,0.803,0.0,3,1.0,1.011,8,2.34,0.85,34.15,33.5,26.15,25.5,0,23.96
A-2,가끔·상시거치형,A-2_U2,29,7.2,3,100.0,0.9969,0.994,7.3,0.17,0.83,0.0,4,1.0,1.025,8,2.34,0.85,34.4,33.0,26.4,25.0,0,20.86
A-2,가끔·상시거치형,A-2_U2,35,9.4,5,100.0,0.9862,0.9938,5.5,0.207,0.793,0.0,1,1.0,0.99,8,2.34,0.85,34.03,35.5,26.03,27.5,0,14.68
A-2,가끔·상시거치형,A-2_U2,37,6.8,1,100.0,0.9907,0.9936,12.3,0.146,0.854,0.0,2,1.0,1.037,8,2.34,0.85,34.19,32.5,26.19,24.5,0,35.19
A-2,가끔·상시거치형,A-2_U2,47,7.6,9,100.0,0.9984,0.9933,6.6,0.201,0.799,0.0,2,1.0,1.02,8,2.34,0.85,34.45,33.75,26.45,25.75,0,18.38
A-2,가끔·상시거치형,A-2_U2,50,5.1,2,100.0,0.9966,0.9932,5.1,0.164,0.836,0.0,1,1.0,1.002,8,2.34,0.85,34.39,33.5,26.39,25.5,0,14.43
A-2,가끔·상시거치형,A-2_U2,54,9.4,3,100.0,0.9915,0.993,3.3,0.17,0.83,0.0,5,1.0,1.018,8,2.34,0.85,34.21,33.75,26.21,25.75,0,9.93
A-2,가끔·상시거치형,A-2_U2,60,10.5,5,99.33,1.0,0.9927,10.6,0.26,0.74,0.0,3,1.0,1.015,8,2.34,1.0,40.31,35.5,32.31,27.5,0,27.89
A-2,가끔·상시거치형,A-2_U2,62,6.6,1,100.0,0.9772,0.9926,6.2,0.183,0.817,0.0,1,1.0,0.974,8,2.34,0.85,33.72,35.0,25.72,27.0,0,16.67
A-2,가끔·상시거치형,A-2_U2,67,7.2,4,100.0,0.9881,0.9924,9.1,0.125,0.875,0.0,0,1.0,1.004,8,2.34,0.85,34.1,33.25,26.1,25.25,0,25.27
A-2,가끔·상시거치형,A-2_U2,68,11.7,0,99.82,0.9821,0.9923,12.3,0.266,0.734,0.0,3,1.0,0.992,8,2.34,1.0,39.8,36.5,31.8,28.5,0,31.26
A-2,가끔·상시거치형,A-2_U2,73,9.8,4,99.72,1.0,0.992,8.2,0.198,0.802,0.0,1,1.0,1.006,8,2.34,0.85,34.41,34.75,26.41,26.75,0,22.0
A-2,가끔·상시거치형,A-2_U2,75,10.0,1,99.89,0.9813,0.9919,6.3,0.229,0.771,0.0,2,1.0,1.008,8,2.34,1.0,39.79,35.0,31.79,27.0,0,16.95
A-2,가끔·상시거치형,A-2_U2,82,11.6,6,99.89,0.9675,0.9916,7.2,0.192,0.808,0.0,2,1.0,1.026,8,2.34,1.0,39.24,34.25,31.24,26.25,0,19.68
A-2,가끔·상시거치형,A-2_U2,84,14.6,1,100.0,1.0,0.9914,7.9,0.149,0.851,0.0,0,1.0,1.021,8,2.34,1.0,40.6,34.75,32.6,26.75,0,21.13
A-2,가끔·상시거치형,A-2_U2,94,17.6,9,100.0,0.9766,0.9908,11.8,0.192,0.808,0.0,1,1.0,1.021,8,2.34,1.0,39.65,36.0,31.65,28.0,0,30.35
A-2,가끔·상시거치형,A-2_U2,102,16.6,7,100.0,0.9831,0.9903,7.2,0.133,0.867,0.0,1,1.0,1.03,8,2.34,1.0,39.91,34.5,31.91,26.5,0,19.47
A-2,가끔·상시거치형,A-2_U2,108,13.5,5,100.0,1.0,0.9899,11.7,0.216,0.784,0.0,0,1.0,1.04,8,2.34,1.0,40.6,34.75,32.6,26.75,0,31.14
A-2,가끔·상시거치형,A-2_U2,111,18.2,2,100.0,0.9686,0.9897,5.0,0.181,0.819,0.0,2,1.0,1.035,8,2.34,1.0,39.32,35.25,31.32,27.25,0,13.53
A-2,가끔·상시거치형,A-2_U2,114,19.3,2,100.0,1.0,0.9894,10.1,0.179,0.821,0.0,0,1.0,1.052,8,2.34,1.0,40.6,34.75,32.6,26.75,0,26.81
A-2,가끔·상시거치형,A-2_U2,115,22.6,0,99.81,0.9744,0.9893,7.5,0.22,0.78,0.0,1,1.0,1.053,8,2.34,1.0,39.48,35.25,31.48,27.25,0,19.83
A-2,가끔·상시거치형,A-2_U2,119,19.0,3,100.0,0.9825,0.9889,5.4,0.235,0.765,0.0,0,1.0,1.06,8,2.34,1.0,39.89,35.25,31.89,27.25,0,14.35
A-2,가끔·상시거치형,A-2_U2,120,19.5,0,100.0,1.0,0.9888,13.5,0.231,0.769,0.0,2,1.0,1.062,8,2.34,1.0,40.6,35.0,32.6,27.0,0,35.64
A-2,가끔·상시거치형,A-2_U2,132,20.8,11,100.0,0.9863,0.9878,5.1,0.133,0.867,0.0,0,1.0,1.083,8,2.34,1.0,40.04,33.25,32.04,25.25,0,14.44
A-2,가끔·상시거치형,A-2_U2,134,22.9,1,100.0,1.0,0.9875,8.5,0.143,0.857,0.0,0,1.0,1.054,8,2.34,1.0,40.6,34.25,32.6,26.25,0,23.03
A-2,가끔·상시거치형,A-2_U2,145,24.3,10,100.0,0.9957,0.9863,12.6,0.247,0.753,0.0,1,1.0,1.064,8,2.34,1.0,40.42,35.25,32.42,27.25,0,33.08
A-2,가끔·상시거치형,A-2_U2,147,23.9,1,100.0,0.9993,0.9861,10.1,0.242,0.758,0.0,1,1.0,1.039,8,2.34,1.0,40.57,36.0,32.57,28.0,0,26.04
A-2,가끔·상시거치형,A-2_U2,157,26.5,9,99.85,0.9892,0.9849,13.1,0.166,0.834,0.0,2,1.0,0.988,8,2.34,1.0,40.1,36.5,32.1,28.5,0,33.18
A-2,가끔·상시거치형,A-2_U2,162,25.7,4,99.71,0.9922,0.9842,8.3,0.234,0.766,0.0,1,1.0,1.013,8,2.34,1.0,40.16,36.75,32.16,28.75,0,21.06
A-2,가끔·상시거치형,A-2_U2,167,28.6,4,100.0,0.9633,0.9835,4.6,0.206,0.794,0.0,0,1.0,1.009,8,2.34,1.0,39.11,36.5,31.11,28.5,0,11.93
A-2,가끔·상시거치형,A-2_U2,174,29.2,6,99.48,0.9665,0.9825,4.6,0.162,0.838,0.0,2,1.0,1.022,8,2.34,1.0,39.02,35.25,31.02,27.25,0,12.54
A-2,가끔·상시거치형,A-2_U2,177,26.7,2,100.0,0.9889,0.982,10.1,0.134,0.866,0.0,3,1.0,1.0,8,2.34,1.0,40.15,35.5,32.15,27.5,0,26.54
A-2,가끔·상시거치형,A-2_U2,181,33.5,3,100.0,0.9575,0.9814,8.3,0.141,0.859,0.0,3,1.0,1.002,8,2.34,1.0,38.87,35.0,30.87,27.0,0,22.22
A-2,가끔·상시거치형,A-2_U2,182,28.0,0,99.8,0.9985,0.9812,8.1,0.181,0.819,0.0,0,1.0,1.022,8,2.34,1.0,40.45,35.5,32.45,27.5,0,21.14
A-2,가끔·상시거치형,A-2_U2,185,29.9,2,100.0,0.9811,0.9807,9.9,0.245,0.755,0.0,0,1.0,0.981,8,2.34,1.0,39.83,38.0,31.83,30.0,0,24.12
A-2,가끔·상시거치형,A-2_U2,191,30.1,5,100.0,0.9539,0.9798,6.3,0.141,0.859,0.0,0,1.0,1.0,8,2.34,1.0,38.73,35.75,30.73,27.75,0,16.48
A-2,가끔·상시거치형,A-2_U2,200,26.7,8,99.7,0.9591,0.9784,6.4,0.032,0.968,0.0,1,1.0,1.018,8,2.34,1.0,38.81,33.5,30.81,25.5,0,17.89
A-2,가끔·상시거치형,A-2_U2,206,30.3,5,100.0,0.9835,0.9776,6.3,0.084,0.916,0.0,2,1.0,1.006,8,2.34,1.0,39.93,34.5,31.93,26.5,0,17.24
A-2,가끔·상시거치형,A-2_U2,207,28.6,0,99.41,0.9797,0.9774,7.8,0.273,0.727,0.0,2,1.0,0.99,8,2.34,1.0,39.53,37.75,31.53,29.75,0,19.35
A-2,가끔·상시거치형,A-2_U2,211,27.7,3,99.58,1.0,0.9768,5.6,0.209,0.791,0.0,0,1.0,1.02,8,2.34,1.0,40.42,36.0,32.42,28.0,0,14.64
A-2,가끔·상시거치형,A-2_U2,242,27.0,30,99.98,0.9832,0.9723,3.0,0.149,0.851,0.0,1,1.0,1.026,8,2.34,1.0,39.91,34.5,31.91,26.5,0,8.49
A-2,가끔·상시거치형,A-2_U2,245,23.3,2,99.87,0.9713,0.9719,4.8,0.145,0.855,0.0,4,1.0,1.019,8,2.34,1.0,39.38,34.75,31.38,26.75,0,13.49
A-2,가끔·상시거치형,A-2_U2,248,26.4,2,100.0,0.9902,0.9716,6.4,0.148,0.852,0.0,1,1.0,1.014,8,2.34,1.0,40.2,35.0,32.2,27.0,0,17.19
A-2,가끔·상시거치형,A-2_U2,286,19.8,37,99.97,0.9612,0.9679,7.6,0.244,0.756,0.0,2,1.0,0.997,8,2.34,1.0,39.01,36.75,31.01,28.75,0,19.42
A-2,가끔·상시거치형,A-2_U2,289,21.6,2,99.84,0.9852,0.9676,11.0,0.221,0.779,0.0,0,1.0,1.012,8,2.34,1.0,39.93,36.0,31.93,28.0,0,28.22
A-2,가끔·상시거치형,A-2_U2,298,14.9,8,99.4,0.9775,0.967,3.8,0.219,0.781,0.0,2,1.0,0.987,8,2.34,1.0,39.43,36.0,31.43,28.0,0,10.31
A-2,가끔·상시거치형,A-2_U2,307,17.2,8,100.0,0.974,0.9665,9.4,0.212,0.788,0.0,4,1.0,1.002,8,2.34,1.0,39.54,35.75,31.54,27.75,0,24.7
A-2,가끔·상시거치형,A-2_U2,313,14.5,5,100.0,0.9616,0.9661,8.7,0.235,0.765,0.0,1,1.0,1.026,8,2.34,1.0,39.04,34.75,31.04,26.75,0,23.3
A-2,가끔·상시거치형,A-2_U2,318,12.5,4,100.0,0.9735,0.9658,8.0,0.255,0.745,0.0,3,1.0,0.991,8,2.34,1.0,39.52,35.75,31.52,27.75,0,21.11
A-2,가끔·상시거치형,A-2_U2,319,12.4,0,99.88,0.9587,0.9657,7.6,0.322,0.678,0.0,1,1.0,1.002,8,2.34,1.0,38.87,36.5,30.87,28.5,0,19.53
A-2,가끔·상시거치형,A-2_U2,324,12.7,4,99.92,0.9627,0.9654,9.0,0.235,0.765,0.0,1,1.0,1.013,8,2.34,1.0,39.05,34.75,31.05,26.75,0,24.09
A-2,가끔·상시거치형,A-2_U2,335,11.8,10,99.93,0.9624,0.9649,8.8,0.226,0.774,0.0,2,1.0,0.991,8,2.34,1.0,39.04,35.25,31.04,27.25,0,23.4
A-2,가끔·상시거치형,A-2_U2,338,12.1,2,100.0,0.9617,0.9648,6.4,0.214,0.786,0.0,1,1.0,1.004,8,2.34,1.0,39.04,34.5,31.04,26.5,0,17.37
A-2,가끔·상시거치형,A-2_U2,339,8.1,0,100.0,0.9437,0.9647,5.1,0.132,0.868,0.0,3,1.0,1.016,8,2.34,0.85,32.57,32.25,24.57,24.25,0,15.21
A-2,가끔·상시거치형,A-2_U2,349,7.6,9,99.95,0.9669,0.9643,5.7,0.242,0.758,0.0,1,1.0,1.004,8,2.34,0.85,33.35,34.0,25.35,26.0,0,15.83
A-2,가끔·상시거치형,A-2_U2,356,6.9,6,99.43,0.9688,0.964,9.5,0.207,0.793,0.0,1,1.0,1.049,8,2.34,0.85,33.23,31.75,25.23,23.75,0,27.65
A-2,가끔·상시거치형,A-2_U2,360,5.1,3,99.32,0.9559,0.9638,7.5,0.185,0.815,0.0,2,1.0,0.992,8,2.34,0.85,32.75,33.0,24.75,25.0,0,21.32
A-2,가끔·상시거치형,A-2_U3,1,17.9,1,99.87,0.9983,0.9915,6.1,0.124,0.876,0.0,2,1.0,0.992,8,2.34,1.0,40.47,36.0,32.47,28.0,0,16.02
A-2,가끔·상시거치형,A-2_U3,5,15.9,3,100.0,1.0,0.9912,9.8,0.165,0.835,0.0,2,1.0,0.982,8,2.34,1.0,40.6,36.5,32.6,28.5,0,25.01
A-2,가끔·상시거치형,A-2_U3,9,12.7,3,99.86,1.0,0.9909,11.9,0.175,0.825,0.0,1,1.0,1.0,8,2.34,1.0,40.54,35.25,32.54,27.25,0,31.24
A-2,가끔·상시거치형,A-2_U3,10,15.4,0,100.0,1.0,0.9908,8.6,0.25,0.75,0.0,1,1.0,0.994,8,2.34,1.0,40.6,37.25,32.6,29.25,0,21.5
A-2,가끔·상시거치형,A-2_U3,14,16.1,3,99.9,1.0,0.9905,4.4,0.138,0.862,0.0,1,1.0,0.995,8,2.34,1.0,40.55,35.75,32.55,27.75,0,11.77
A-2,가끔·상시거치형,A-2_U3,17,17.7,2,99.93,0.9833,0.9903,10.1,0.204,0.796,0.0,1,1.0,0.99,8,2.34,1.0,39.89,37.25,31.89,29.25,0,25.14
A-2,가끔·상시거치형,A-2_U3,23,18.6,5,99.73,0.9764,0.9899,9.7,0.273,0.727,0.0,2,1.0,0.989,8,2.34,1.0,39.53,38.5,31.53,30.5,0,23.58
A-2,가끔·상시거치형,A-2_U3,24,16.6,0,100.0,0.9878,0.9898,5.7,0.236,0.764,0.0,1,1.0,1.058,8,2.34,1.0,40.1,35.0,32.1,27.0,0,15.33
A-2,가끔·상시거치형,A-2_U3,32,16.1,7,100.0,0.9745,0.9893,8.9,0.205,0.795,0.0,2,1.0,1.004,8,2.34,1.0,39.56,36.25,31.56,28.25,0,22.91
A-2,가끔·상시거치형,A-2_U3,37,16.2,4,99.85,0.9704,0.9889,10.5,0.308,0.692,0.0,0,1.0,1.045,8,2.34,1.0,39.33,36.5,31.33,28.5,0,26.58
A-2,가끔·상시거치형,A-2_U3,41,15.8,3,100.0,0.9685,0.9887,7.8,0.196,0.804,0.0,2,1.0,1.01,8,2.34,1.0,39.32,35.75,31.32,27.75,0,20.42
A-2,가끔·상시거치형,A-2_U3,48,16.3,6,99.88,1.0,0.9882,8.4,0.217,0.783,0.0,1,1.0,1.054,8,2.34,1.0,40.55,34.75,32.55,26.75,0,22.49
A-2,가끔·상시거치형,A-2_U3,55,19.0,6,99.83,0.9977,0.9877,7.9,0.154,0.846,0.0,2,1.0,1.049,8,2.34,1.0,40.43,34.5,32.43,26.5,0,21.49
A-2,가끔·상시거치형,A-2_U3,57,17.0,1,99.64,0.9679,0.9875,11.3,0.191,0.809,0.0,1,1.0,1.075,8,2.34,1.0,39.15,34.0,31.15,26.0,0,30.86
A-2,가끔·상시거치형,A-2_U3,60,15.6,2,100.0,0.9825,0.9873,8.7,0.322,0.678,0.0,3,1.0,1.065,8,2.34,1.0,39.89,35.75,31.89,27.75,0,22.9
A-2,가끔·상시거치형,A-2_U3,68,17.6,7,99.71,0.9828,0.9867,3.0,0.322,0.678,0.0,1,1.0,1.111,8,2.34,1.0,39.78,34.75,31.78,26.75,0,8.46
A-2,가끔·상시거치형,A-2_U3,70,20.2,1,100.0,0.9708,0.9865,7.5,0.224,0.776,0.0,1,1.0,1.039,8,2.34,1.0,39.41,35.75,31.41,27.75,0,19.6
A-2,가끔·상시거치형,A-2_U3,74,17.2,3,99.7,0.9956,0.9862,6.2,0.15,0.85,0.0,0,1.0,1.042,8,2.34,1.0,40.29,34.5,32.29,26.5,0,16.8
A-2,가끔·상시거치형,A-2_U3,80,15.2,5,100.0,0.9785,0.9858,9.2,0.125,0.875,0.0,2,1.0,1.025,8,2.34,1.0,39.72,34.0,31.72,26.0,0,25.15
A-2,가끔·상시거치형,A-2_U3,84,20.6,3,99.91,0.997,0.9855,8.2,0.145,0.855,0.0,1,1.0,1.059,8,2.34,1.0,40.44,34.0,32.44,26.0,0,22.5
A-2,가끔·상시거치형,A-2_U3,109,19.8,24,100.0,0.9704,0.9835,5.1,0.16,0.84,0.0,1,1.0,0.993,8,2.34,1.0,39.4,36.25,31.4,28.25,0,13.32
A-2,가끔·상시거치형,A-2_U3,117,20.6,7,99.83,0.9894,0.9828,4.4,0.262,0.738,0.0,2,1.0,1.001,8,2.34,1.0,40.09,37.5,32.09,29.5,0,11.36
A-2,가끔·상시거치형,A-2_U3,119,21.8,1,100.0,0.9571,0.9826,10.1,0.221,0.779,0.0,1,1.0,1.011,8,2.34,1.0,38.86,36.5,30.86,28.5,0,25.65
A-2,가끔·상시거치형,A-2_U3,129,25.3,9,99.72,0.9993,0.9817,7.2,0.277,0.723,0.0,2,1.0,0.97,8,2.34,1.0,40.45,39.0,32.45,31.0,0,17.47
A-2,가끔·상시거치형,A-2_U3,137,27.8,7,99.7,0.9663,0.9809,9.0,0.175,0.825,0.0,1,1.0,1.009,8,2.34,1.0,39.11,36.0,31.11,28.0,0,23.33
A-2,가끔·상시거치형,A-2_U3,140,24.2,2,100.0,0.9869,0.9805,9.0,0.232,0.768,0.0,2,1.0,1.038,8,2.34,1.0,40.07,35.5,32.07,27.5,0,23.6
A-2,가끔·상시거치형,A-2_U3,141,24.9,0,100.0,0.9809,0.9803,5.9,0.159,0.841,0.0,1,1.0,1.014,8,2.34,1.0,39.82,35.5,31.82,27.5,0,15.68
A-2,가끔·상시거치형,A-2_U3,147,24.9,5,100.0,0.9872,0.9796,8.8,0.186,0.814,0.0,1,1.0,1.014,8,2.34,1.0,40.08,35.75,32.08,27.75,0,22.87
A-2,가끔·상시거치형,A-2_U3,150,27.1,2,100.0,0.9917,0.9793,7.4,0.263,0.737,0.0,2,1.0,1.027,8,2.34,1.0,40.26,36.5,32.26,28.5,0,19.1
A-2,가끔·상시거치형,A-2_U3,156,24.2,5,100.0,1.0,0.9786,7.1,0.149,0.851,0.0,2,1.0,1.018,8,2.34,1.0,40.6,35.0,32.6,27.0,0,19.05
A-2,가끔·상시거치형,A-2_U3,162,24.8,5,100.0,0.948,0.9779,6.3,0.173,0.827,0.0,3,1.0,0.998,8,2.34,1.0,38.49,36.0,30.49,28.0,0,16.65
A-2,가끔·상시거치형,A-2_U3,165,25.5,2,100.0,0.9795,0.9775,4.3,0.182,0.818,0.0,2,1.0,0.99,8,2.34,1.0,39.76,36.5,31.76,28.5,0,11.41
A-2,가끔·상시거치형,A-2_U3,168,25.5,2,100.0,0.9821,0.9771,8.2,0.21,0.79,0.0,2,1.0,0.985,8,2.34,1.0,39.87,37.0,31.87,29.0,0,20.72
A-2,가끔·상시거치형,A-2_U3,173,25.0,4,100.0,0.9761,0.9765,7.3,0.241,0.759,0.0,0,1.0,1.031,8,2.34,1.0,39.63,36.0,31.63,28.0,0,18.89
A-2,가끔·상시거치형,A-2_U3,176,29.4,2,99.73,0.9742,0.9761,5.5,0.214,0.786,0.0,1,1.0,1.009,8,2.34,1.0,39.44,36.25,31.44,28.25,0,14.36
A-2,가끔·상시거치형,A-2_U3,179,28.6,2,99.53,0.9885,0.9757,6.9,0.157,0.843,0.0,0,1.0,1.044,8,2.34,1.0,39.93,34.25,31.93,26.25,0,18.73
A-2,가끔·상시거치형,A-2_U3,188,26.2,8,100.0,0.9758,0.9745,10.1,0.211,0.789,0.0,5,1.0,1.033,8,2.34,1.0,39.62,35.25,31.62,27.25,0,27.02
A-2,가끔·상시거치형,A-2_U3,189,26.3,0,99.97,1.0,0.9743,8.8,0.156,0.844,0.0,0,1.0,1.019,8,2.34,1.0,40.58,35.0,32.58,27.0,0,23.26
A-2,가끔·상시거치형,A-2_U3,202,30.8,12,99.97,0.9808,0.9726,12.3,0.222,0.778,0.0,1,1.0,1.046,8,2.34,1.0,39.8,34.75,31.8,26.75,0,32.63
A-2,가끔·상시거치형,A-2_U3,204,27.8,1,100.0,0.9669,0.9723,10.1,0.222,0.778,0.0,3,1.0,1.0,8,2.34,1.0,39.26,36.5,31.26,28.5,0,25.9
A-2,가끔·상시거치형,A-2_U3,211,26.1,6,99.94,0.994,0.9713,8.4,0.131,0.869,0.0,2,1.0,1.066,8,2.34,1.0,40.33,33.0,32.33,25.0,0,23.76
A-2,가끔·상시거치형,A-2_U3,213,27.7,1,100.0,0.9604,0.971,9.6,0.228,0.772,0.0,4,1.0,0.96,8,2.34,1.0,38.99,38.0,30.99,30.0,0,23.79
A-2,가끔·상시거치형,A-2_U3,221,29.3,7,100.0,0.9528,0.97,10.1,0.231,0.769,0.0,2,1.0,1.009,8,2.34,1.0,38.68,36.25,30.68,28.25,0,25.96
A-2,가끔·상시거치형,A-2_U3,228,24.5,6,99.52,0.9779,0.969,8.3,0.272,0.728,0.0,2,1.0,1.015,8,2.34,1.0,39.5,36.5,31.5,28.5,0,21.24
A-2,가끔·상시거치형,A-2_U3,232,25.8,3,100.0,0.987,0.9685,9.1,0.136,0.864,0.0,3,1.0,1.058,8,2.34,1.0,40.07,33.25,32.07,25.25,0,25.66
A-2,가끔·상시거치형,A-2_U3,238,24.1,5,99.59,0.9825,0.9677,10.1,0.18,0.82,0.0,0,1.0,1.014,8,2.34,1.0,39.71,35.25,31.71,27.25,0,26.44
A-2,가끔·상시거치형,A-2_U3,251,26.4,12,100.0,0.9656,0.9663,6.3,0.277,0.723,0.0,1,1.0,1.011,8,2.34,1.0,39.2,36.75,31.2,28.75,0,16.13
A-2,가끔·상시거치형,A-2_U3,254,23.1,2,99.92,0.9519,0.966,5.8,0.217,0.783,0.0,0,1.0,1.015,8,2.34,1.0,38.61,35.75,30.61,27.75,0,15.2
A-2,가끔·상시거치형,A-2_U3,259,26.6,4,100.0,0.9518,0.9654,9.6,0.208,0.792,0.0,0,1.0,1.016,8,2.34,1.0,38.64,35.5,30.64,27.5,0,24.97
A-2,가끔·상시거치형,A-2_U3,261,24.0,1,99.97,0.9761,0.9652,6.9,0.348,0.652,0.0,1,1.0,1.009,8,2.34,1.0,39.61,38.0,31.61,30.0,0,17.1
A-2,가끔·상시거치형,A-2_U3,266,25.1,4,100.0,0.9574,0.9646,6.1,0.128,0.872,0.0,1,1.0,0.989,8,2.34,1.0,38.87,35.25,30.87,27.25,0,16.25
A-2,가끔·상시거치형,A-2_U3,268,27.7,1,99.93,0.9809,0.9643,10.1,0.153,0.847,0.0,0,1.0,1.026,8,2.34,1.0,39.79,34.5,31.79,26.5,0,27.12
A-2,가끔·상시거치형,A-2_U3,274,23.6,5,99.81,0.9424,0.9637,3.0,0.313,0.687,0.0,4,1.0,1.008,8,2.34,1.0,38.18,37.25,30.18,29.25,0,8.3
A-2,가끔·상시거치형,A-2_U3,283,21.0,8,100.0,0.9518,0.9628,9.0,0.139,0.861,0.0,1,1.0,1.029,8,2.34,1.0,38.64,34.0,30.64,26.0,0,24.57
A-2,가끔·상시거치형,A-2_U3,286,22.0,2,100.0,0.9662,0.9625,6.7,0.278,0.722,0.0,1,1.0,1.001,8,2.34,1.0,39.23,37.0,31.23,29.0,0,17.02
A-2,가끔·상시거치형,A-2_U3,287,25.7,0,100.0,0.9561,0.9623,13.0,0.16,0.84,0.0,0,1.0,1.037,8,2.34,1.0,38.82,34.0,30.82,26.0,0,35.18
A-2,가끔·상시거치형,A-2_U3,289,22.3,1,99.49,0.9627,0.962,10.1,0.201,0.799,0.0,1,1.0,1.032,8,2.34,1.0,38.88,34.75,30.88,26.75,0,26.96
A-2,가끔·상시거치형,A-2_U3,296,19.1,6,99.64,0.9677,0.9614,8.6,0.098,0.902,0.0,1,1.0,1.054,8,2.34,1.0,39.14,32.75,31.14,24.75,0,24.48
A-2,가끔·상시거치형,A-2_U3,302,19.8,5,100.0,0.9693,0.9609,8.5,0.136,0.864,0.0,2,1.0,1.037,8,2.34,1.0,39.35,33.75,31.35,25.75,0,23.61
A-2,가끔·상시거치형,A-2_U3,305,17.5,2,100.0,0.937,0.9606,9.8,0.103,0.897,0.0,5,1.0,1.008,8,2.34,1.0,38.04,33.75,30.04,25.75,0,27.22
A-2,가끔·상시거치형,A-2_U3,311,20.1,5,100.0,0.963,0.9601,8.3,0.188,0.812,0.0,1,1.0,1.028,8,2.34,1.0,39.1,34.75,31.1,26.75,0,22.32
A-2,가끔·상시거치형,A-2_U3,314,20.7,2,100.0,0.9798,0.9598,7.2,0.223,0.777,0.0,4,1.0,0.996,8,2.34,1.0,39.78,36.0,31.78,28.0,0,18.98
A-2,가끔·상시거치형,A-2_U3,315,18.7,0,100.0,0.9711,0.9597,9.1,0.119,0.881,0.0,0,1.0,1.013,8,2.34,1.0,39.43,34.25,31.43,26.25,0,24.61
A-2,가끔·상시거치형,A-2_U3,322,18.8,6,100.0,0.9487,0.9591,8.9,0.123,0.877,0.0,2,1.0,0.964,8,2.34,1.0,38.52,36.0,30.52,28.0,0,23.16
A-2,가끔·상시거치형,A-2_U3,329,15.8,6,99.97,0.9747,0.9587,6.2,0.211,0.789,0.0,0,1.0,0.985,8,2.34,1.0,39.56,36.0,31.56,28.0,0,16.15
A-2,가끔·상시거치형,A-2_U3,331,14.5,1,100.0,0.9547,0.9585,8.9,0.237,0.763,0.0,0,1.0,1.038,8,2.34,1.0,38.76,34.25,30.76,26.25,0,24.14
A-2,가끔·상시거치형,A-2_U3,337,16.1,5,100.0,0.946,0.9581,5.8,0.271,0.729,0.0,0,1.0,1.003,8,2.34,1.0,38.41,36.25,30.41,28.25,0,15.02
A-2,가끔·상시거치형,A-2_U3,349,17.6,11,99.09,0.9536,0.9573,7.9,0.24,0.76,0.0,2,1.0,1.027,8,2.34,1.0,38.35,35.25,30.35,27.25,0,21.07
